0	2	769
1	2	610
2	2	2247
3	2	2758
4	2	4786
5	0	3876
5	1	2218
6	0	4221
6	1	2218
7	2	1195
8	0	3876
8	1	3260
9	2	2841
10	2	2029
11	2	2416
12	2	139
13	0	2860
13	1	3260
14	2	2647
15	0	3876
15	1	1195
16	2	1981
17	2	1150
18	2	589
19	2	2185
20	2	80
21	2	195
22	2	143
23	2	3356
24	2	2975
25	2	1176
26	2	47
27	2	5056
28	2	152
29	2	4694
30	0	3876
30	1	1362
31	2	2766
32	0	3457
32	1	2906
33	2	1718
34	0	703
34	1	1981
35	2	3824
36	0	4221
36	1	1981
37	2	4279
38	0	4221
38	1	4767
39	2	931
40	2	3352
41	2	616
42	2	668
43	0	4918
43	1	2218
44	2	3113
45	2	1724
46	0	3876
46	1	139
47	2	45
48	2	2587
49	0	3876
49	1	4345
50	2	56
51	0	3744
51	1	4767
52	0	4593
52	1	3260
53	2	5020
54	2	2984
55	2	3383
56	2	4692
57	0	3876
57	1	4277
58	2	1828
59	0	3866
59	1	3260
60	2	2644
61	0	2860
61	1	1970
62	0	2860
62	1	139
63	0	4221
63	1	4345
64	2	4575
65	2	4126
66	2	383
67	0	508
67	1	2906
68	0	1544
68	1	2218
69	2	841
70	2	1999
71	2	4946
72	2	2718
73	0	4221
73	1	3902
74	0	4221
74	1	4976
75	2	3615
76	2	1328
77	2	3473
78	0	2498
78	1	2218
79	0	2066
79	1	2218
80	2	1039
81	0	4221
81	1	266
82	0	3866
82	1	1257
83	0	2065
83	1	2218
84	2	2051
85	0	1252
85	1	3260
86	0	3366
86	1	2841
87	0	3104
87	1	4767
88	0	4221
88	1	3356
89	2	2696
90	2	1480
91	0	3876
91	1	383
92	2	4804
93	2	2621
94	0	2858
94	1	4976
95	2	2628
96	0	3876
96	1	466
97	0	4593
97	1	610
98	0	3866
98	1	1970
99	0	3866
99	1	4976
100	0	2858
100	1	1195
101	2	2582
102	2	1023
103	0	756
103	1	1195
104	2	1317
105	2	3349
106	0	3935
106	1	2337
107	2	5051
108	2	4728
109	0	4221
109	1	494
110	2	448
111	2	5143
112	2	188
113	0	3041
113	1	1362
114	2	5065
115	0	2498
115	1	143
116	0	3515
116	1	1700
117	0	4593
117	1	4277
118	0	3866
118	1	2758
119	2	3009
120	2	75
121	0	3744
121	1	1788
122	0	3876
122	1	3971
123	0	3744
123	1	143
124	2	3915
125	2	1337
126	2	1249
127	0	3366
127	1	2758
128	2	4
129	0	4221
129	1	2758
130	2	4642
131	2	3970
132	2	876
133	0	4221
133	1	383
134	2	724
135	0	3679
135	1	4767
136	0	615
136	1	2906
137	0	3424
137	1	1195
138	2	907
139	0	3744
139	1	3992
140	2	1073
141	0	3876
141	1	2337
142	0	3876
142	1	3488
143	0	2065
143	1	610
144	0	3366
144	1	494
145	0	1252
145	1	143
146	2	2303
147	2	530
148	0	703
148	1	4767
149	0	4904
149	1	1195
150	2	2234
151	0	4221
151	1	2634
152	0	295
152	1	1467
153	0	3866
153	1	4277
154	0	3876
154	1	4317
155	0	3104
155	1	1195
156	2	216
157	0	4221
157	1	139
158	2	2370
159	2	2231
160	0	2540
160	1	1585
161	0	703
161	1	1257
162	0	1110
162	1	2543
163	0	4918
163	1	2906
164	0	4918
164	1	1362
165	0	3515
165	1	1257
166	0	3366
166	1	1257
167	2	4860
168	2	746
169	2	4517
170	0	3621
170	1	2906
171	0	703
171	1	3356
172	2	3010
173	2	673
174	0	3041
174	1	1257
175	0	3866
175	1	639
176	0	3744
176	1	639
177	0	2066
177	1	1257
178	0	703
178	1	3902
179	2	690
180	2	2527
181	0	1110
181	1	3260
182	0	2860
182	1	4595
183	0	2065
183	1	4317
184	2	4916
185	2	1732
186	0	3866
186	1	3971
187	0	3866
187	1	3130
188	2	1325
189	0	4593
189	1	139
190	2	174
191	2	210
192	0	2860
192	1	2841
193	2	3905
194	0	2498
194	1	4277
195	0	3876
195	1	3909
196	2	2279
197	0	4918
197	1	2758
198	0	4391
198	1	328
